itemname,folder,code,prefecture,gender,2025,2023,2024
【17】四年制大学進学率の男女差,学生関連,17,石川県,men,0.606761566,0.579136,0.575466256
【17】四年制大学進学率の男女差,学生関連,17,石川県,women,0.537313433,0.52069,0.526616719
【17】四年制大学進学率の男女差,学生関連,18,福井県,men,0.568441065,0.574292,0.5928
【17】四年制大学進学率の男女差,学生関連,18,福井県,women,0.524383247,0.482064,0.522451285
【17】四年制大学進学率の男女差,学生関連,19,山梨県,men,0.824636902,0.7427,0.778012128
【17】四年制大学進学率の男女差,学生関連,19,山梨県,women,0.671799259,0.58793,0.623019183
【17】四年制大学進学率の男女差,学生関連,20,長野県,men,0.529607314,0.514495,0.519983892
【17】四年制大学進学率の男女差,学生関連,20,長野県,women,0.476414578,0.444536,0.466909402
【17】四年制大学進学率の男女差,学生関連,21,岐阜県,men,0.53572966,0.522101,0.537282519
【17】四年制大学進学率の男女差,学生関連,21,岐阜県,women,0.490297685,0.463318,0.470011973
【17】四年制大学進学率の男女差,学生関連,22,静岡県,men,0.553878407,0.529941,0.549482759
【17】四年制大学進学率の男女差,学生関連,22,静岡県,women,0.471861472,0.461958,0.466434123
【17】四年制大学進学率の男女差,学生関連,23,愛知県,men,0.581122215,0.57695,0.576090901
【17】四年制大学進学率の男女差,学生関連,23,愛知県,women,0.542477156,0.529709,0.536896191
【17】四年制大学進学率の男女差,学生関連,24,三重県,men,0.488176303,0.484366,0.498411578
【17】四年制大学進学率の男女差,学生関連,24,三重県,women,0.455554139,0.440096,0.43402735
【17】四年制大学進学率の男女差,学生関連,25,滋賀県,men,0.57210368,0.543659,0.567139049
【17】四年制大学進学率の男女差,学生関連,25,滋賀県,women,0.468426741,0.471026,0.47669151
【17】四年制大学進学率の男女差,学生関連,26,京都府,men,0.729297694,0.71861,0.733807267
【17】四年制大学進学率の男女差,学生関連,26,京都府,women,0.696405765,0.685914,0.700965493
【17】四年制大学進学率の男女差,学生関連,27,大阪府,men,0.650933446,0.642429,0.650525191
【17】四年制大学進学率の男女差,学生関連,27,大阪府,women,0.59664664,0.570391,0.57685517100000006
【17】四年制大学進学率の男女差,学生関連,28,兵庫県,men,0.609378816,0.598393,0.605611539
【17】四年制大学進学率の男女差,学生関連,28,兵庫県,women,0.590596479,0.577928,0.579240381
【17】四年制大学進学率の男女差,学生関連,29,奈良県,men,0.653155301,0.63915,0.644386262
【17】四年制大学進学率の男女差,学生関連,29,奈良県,women,0.606658658,0.589136,0.594979079
【17】四年制大学進学率の男女差,学生関連,30,和歌山県,men,0.548745174,0.530589,0.546071094
【17】四年制大学進学率の男女差,学生関連,30,和歌山県,women,0.485191862,0.475778,0.475352113
【17】四年制大学進学率の男女差,学生関連,31,鳥取県,men,0.445844821,0.422071,0.479158551
【17】四年制大学進学率の男女差,学生関連,31,鳥取県,women,0.444669639,0.428964,0.431501548
【17】四年制大学進学率の男女差,学生関連,32,島根県,men,0.507809788,0.496146,0.481000325
【17】四年制大学進学率の男女差,学生関連,32,島根県,women,0.423603793,0.415822,0.428236083
【17】四年制大学進学率の男女差,学生関連,33,岡山県,men,0.576975169,0.546434,0.575438207
【17】四年制大学進学率の男女差,学生関連,33,岡山県,women,0.528060591,0.512406,0.539897729
【17】四年制大学進学率の男女差,学生関連,34,広島県,men,0.595284414,0.594264,0.585356484
【17】四年制大学進学率の男女差,学生関連,34,広島県,women,0.573354415,0.543536,0.56010929
【17】四年制大学進学率の男女差,学生関連,35,山口県,men,0.44492478,0.417677,0.427286112
【17】四年制大学進学率の男女差,学生関連,35,山口県,women,0.435048579,0.378525,0.412276126
【17】四年制大学進学率の男女差,学生関連,36,徳島県,men,0.505284016,0.492924,0.503828484
【17】四年制大学進学率の男女差,学生関連,36,徳島県,women,0.538961039,0.522265,0.524590164
【17】四年制大学進学率の男女差,学生関連,37,香川県,men,0.587371855,0.562594,0.586744639
【17】四年制大学進学率の男女差,学生関連,37,香川県,women,0.531344675,0.514188,0.52356257
【17】四年制大学進学率の男女差,学生関連,38,愛媛県,men,0.53293617,0.526492,0.528051181
【17】四年制大学進学率の男女差,学生関連,38,愛媛県,women,0.506058446,0.481653,0.486668917
【17】四年制大学進学率の男女差,学生関連,39,高知県,men,0.512581868,0.475457,0.526999316
【17】四年制大学進学率の男女差,学生関連,39,高知県,women,0.50209351,0.486758,0.488259669
【17】四年制大学進学率の男女差,学生関連,40,福岡県,men,0.521111354,0.516428,0.52427393
【17】四年制大学進学率の男女差,学生関連,40,福岡県,women,0.493824902,0.48084,0.485258644
【17】四年制大学進学率の男女差,学生関連,41,佐賀県,men,0.439243028,0.439953,0.445026178
【17】四年制大学進学率の男女差,学生関連,41,佐賀県,women,0.40992032900000003,0.391575,0.396235885
【17】四年制大学進学率の男女差,学生関連,42,長崎県,men,0.442084942,0.438815,0.445421128
【17】四年制大学進学率の男女差,学生関連,42,長崎県,women,0.423150901,0.420438,0.402390438
【17】四年制大学進学率の男女差,学生関連,43,熊本県,men,0.445427361,0.433455,0.44021102
【17】四年制大学進学率の男女差,学生関連,43,熊本県,women,0.442516269,0.423834,0.438102584
【17】四年制大学進学率の男女差,学生関連,44,大分県,men,0.451165595,0.425061,0.446643384
【17】四年制大学進学率の男女差,学生関連,44,大分県,women,0.395611285,0.378002,0.376448675
【17】四年制大学進学率の男女差,学生関連,45,宮崎県,men,0.42290227,0.421922,0.422996383
【17】四年制大学進学率の男女差,学生関連,45,宮崎県,women,0.384041451,0.376457,0.368210863
【17】四年制大学進学率の男女差,学生関連,46,鹿児島県,men,0.477545292,0.454824,0.453335024
【17】四年制大学進学率の男女差,学生関連,46,鹿児島県,women,0.422271839,0.376622,0.377343223
【17】四年制大学進学率の男女差,学生関連,47,沖縄県,men,0.550747539,0.5039,0.533373063
【17】四年制大学進学率の男女差,学生関連,47,沖縄県,women,0.529495472,0.486609,0.525951121
【18】小学校の校長の男女比,教育業界就業者,1,北海道,men,773,823,801
【18】小学校の校長の男女比,教育業界就業者,1,北海道,women,135,113,123
【18】小学校の校長の男女比,教育業界就業者,2,青森県,men,210,211,209
【18】小学校の校長の男女比,教育業界就業者,2,青森県,women,39,46,40
【18】小学校の校長の男女比,教育業界就業者,3,岩手県,men,199,211,205
【18】小学校の校長の男女比,教育業界就業者,3,岩手県,women,65,76,63
【18】小学校の校長の男女比,教育業界就業者,4,宮城県,men,261,268,256
【18】小学校の校長の男女比,教育業界就業者,4,宮城県,women,87,88,92
【18】小学校の校長の男女比,教育業界就業者,5,秋田県,men,121,138,133
【18】小学校の校長の男女比,教育業界就業者,5,秋田県,women,50,36,38
【18】小学校の校長の男女比,教育業界就業者,6,山形県,men,165,183,172
【18】小学校の校長の男女比,教育業界就業者,6,山形県,women,51,41,46
【18】小学校の校長の男女比,教育業界就業者,7,福島県,men,315,337,331
【18】小学校の校長の男女比,教育業界就業者,7,福島県,women,50,43,42
【18】小学校の校長の男女比,教育業界就業者,8,茨城県,men,285,321,304
【18】小学校の校長の男女比,教育業界就業者,8,茨城県,women,148,123,138
【18】小学校の校長の男女比,教育業界就業者,9,栃木県,men,195,222,202
【18】小学校の校長の男女比,教育業界就業者,9,栃木県,women,129,115,126
【18】小学校の校長の男女比,教育業界就業者,10,群馬県,men,215,228,223
【18】小学校の校長の男女比,教育業界就業者,10,群馬県,women,82,72,77
【18】小学校の校長の男女比,教育業界就業者,11,埼玉県,men,589,604,597
【18】小学校の校長の男女比,教育業界就業者,11,埼玉県,women,208,197,202
【18】小学校の校長の男女比,教育業界就業者,12,千葉県,men,508,546,522
【18】小学校の校長の男女比,教育業界就業者,12,千葉県,women,242,203,224
【18】小学校の校長の男女比,教育業界就業者,13,東京都,men,959,981,960
【18】小学校の校長の男女比,教育業界就業者,13,東京都,women,328,317,333
【18】小学校の校長の男女比,教育業界就業者,14,神奈川県,men,487,514,503
【18】小学校の校長の男女比,教育業界就業者,14,神奈川県,women,381,357,366
【18】小学校の校長の男女比,教育業界就業者,15,新潟県,men,354,357,357
【18】小学校の校長の男女比,教育業界就業者,15,新潟県,women,76,81,76
【18】小学校の校長の男女比,教育業界就業者,16,富山県,men,89,110,100
【18】小学校の校長の男女比,教育業界就業者,16,富山県,women,82,66,76
【18】小学校の校長の男女比,教育業界就業者,17,石川県,men,80,94,88
【18】小学校の校長の男女比,教育業界就業者,17,石川県,women,109,99,106
【18】小学校の校長の男女比,教育業界就業者,18,福井県,men,113,127,122
【18】小学校の校長の男女比,教育業界就業者,18,福井県,women,70,58,62
【18】小学校の校長の男女比,教育業界就業者,19,山梨県,men,139,153,149
【18】小学校の校長の男女比,教育業界就業者,19,山梨県,women,30,17,20
【18】小学校の校長の男女比,教育業界就業者,20,長野県,men,250,270,258
【18】小学校の校長の男女比,教育業界就業者,20,長野県,women,97,82,90
【18】小学校の校長の男女比,教育業界就業者,21,岐阜県,men,226,247,237
【18】小学校の校長の男女比,教育業界就業者,21,岐阜県,women,108,105,108
【18】小学校の校長の男女比,教育業界就業者,22,静岡県,men,335,364,351
【18】小学校の校長の男女比,教育業界就業者,22,静岡県,women,132,120,126
【18】小学校の校長の男女比,教育業界就業者,23,愛知県,men,668,707,687
【18】小学校の校長の男女比,教育業界就業者,23,愛知県,women,295,259,277
【18】小学校の校長の男女比,教育業界就業者,24,三重県,men,231,245,237
【18】小学校の校長の男女比,教育業界就業者,24,三重県,women,112,98,105
【18】小学校の校長の男女比,教育業界就業者,25,滋賀県,men,148,161,161
【18】小学校の校長の男女比,教育業界就業者,25,滋賀県,women,70,58,57
【18】小学校の校長の男女比,教育業界就業者,26,京都府,men,237,234,235
【18】小学校の校長の男女比,教育業界就業者,26,京都府,women,107,114,112
【18】小学校の校長の男女比,教育業界就業者,27,大阪府,men,683,703,684
【18】小学校の校長の男女比,教育業界就業者,27,大阪府,women,273,261,278
【18】小学校の校長の男女比,教育業界就業者,28,兵庫県,men,539,574,563
【18】小学校の校長の男女比,教育業界就業者,28,兵庫県,women,187,160,168
【18】小学校の校長の男女比,教育業界就業者,29,奈良県,men,133,139,136
【18】小学校の校長の男女比,教育業界就業者,29,奈良県,women,47,42,44
【18】小学校の校長の男女比,教育業界就業者,30,和歌山県,men,149,162,154
【18】小学校の校長の男女比,教育業界就業者,30,和歌山県,women,76,68,73
【18】小学校の校長の男女比,教育業界就業者,31,鳥取県,men,67,88,77
【18】小学校の校長の男女比,教育業界就業者,31,鳥取県,women,43,27,35
【18】小学校の校長の男女比,教育業界就業者,32,島根県,men,168,173,169
【18】小学校の校長の男女比,教育業界就業者,32,島根県,women,19,18,20
【18】小学校の校長の男女比,教育業界就業者,33,岡山県,men,236,258,249
【18】小学校の校長の男女比,教育業界就業者,33,岡山県,women,126,117,119
【18】小学校の校長の男女比,教育業界就業者,34,広島県,men,224,247,238
【18】小学校の校長の男女比,教育業界就業者,34,広島県,women,211,193,201
【18】小学校の校長の男女比,教育業界就業者,35,山口県,men,191,206,195
【18】小学校の校長の男女比,教育業界就業者,35,山口県,women,67,56,66
【18】小学校の校長の男女比,教育業界就業者,36,徳島県,men,131,139,134
【18】小学校の校長の男女比,教育業界就業者,36,徳島県,women,29,24,28
【18】小学校の校長の男女比,教育業界就業者,37,香川県,men,96,111,98
【18】小学校の校長の男女比,教育業界就業者,37,香川県,women,50,35,48
【18】小学校の校長の男女比,教育業界就業者,38,愛媛県,men,205,215,208
【18】小学校の校長の男女比,教育業界就業者,38,愛媛県,women,56,49,55
【18】小学校の校長の男女比,教育業界就業者,39,高知県,men,105,124,111
【18】小学校の校長の男女比,教育業界就業者,39,高知県,women,67,57,67
【18】小学校の校長の男女比,教育業界就業者,40,福岡県,men,480,498,474
【18】小学校の校長の男女比,教育業界就業者,40,福岡県,women,221,207,224
【18】小学校の校長の男女比,教育業界就業者,41,佐賀県,men,99,107,107
【18】小学校の校長の男女比,教育業界就業者,41,佐賀県,women,42,38,39
【18】小学校の校長の男女比,教育業界就業者,42,長崎県,men,268,277,276
【18】小学校の校長の男女比,教育業界就業者,42,長崎県,women,34,33,30
【18】小学校の校長の男女比,教育業界就業者,43,熊本県,men,241,250,250
【18】小学校の校長の男女比,教育業界就業者,43,熊本県,women,80,79,75
【18】小学校の校長の男女比,教育業界就業者,44,大分県,men,184,195,192
【18】小学校の校長の男女比,教育業界就業者,44,大分県,women,55,47,50
【18】小学校の校長の男女比,教育業界就業者,45,宮崎県,men,177,182,177
【18】小学校の校長の男女比,教育業界就業者,45,宮崎県,women,30,26,30
【18】小学校の校長の男女比,教育業界就業者,46,鹿児島県,men,376,409,404
【18】小学校の校長の男女比,教育業界就業者,46,鹿児島県,women,78,67,68
【18】小学校の校長の男女比,教育業界就業者,47,沖縄県,men,178,181,184
【18】小学校の校長の男女比,教育業界就業者,47,沖縄県,women,73,70,67
【19】中学の校長の男女比,教育業界就業者,1,北海道,men,488,499,492
【19】中学の校長の男女比,教育業界就業者,1,北海道,women,39,39,39
【19】中学の校長の男女比,教育業界就業者,2,青森県,men,124,129,126
【19】中学の校長の男女比,教育業界就業者,2,青森県,women,9,9,8
【19】中学の校長の男女比,教育業界就業者,3,岩手県,men,129,133,130
【19】中学の校長の男女比,教育業界就業者,3,岩手県,women,9,7,9
【19】中学の校長の男女比,教育業界就業者,4,宮城県,men,145,160,154
【19】中学の校長の男女比,教育業界就業者,4,宮城県,women,40,30,32
【19】中学の校長の男女比,教育業界就業者,5,秋田県,men,88,93,88
【19】中学の校長の男女比,教育業界就業者,5,秋田県,women,6,8,7
【19】中学の校長の男女比,教育業界就業者,6,山形県,men,81,87,84
【19】中学の校長の男女比,教育業界就業者,6,山形県,women,9,3,6
【19】中学の校長の男女比,教育業界就業者,7,福島県,men,183,197,192
【19】中学の校長の男女比,教育業界就業者,7,福島県,women,11,5,8
【19】中学の校長の男女比,教育業界就業者,8,茨城県,men,177,175,180
【19】中学の校長の男女比,教育業界就業者,8,茨城県,women,27,29,24
【19】中学の校長の男女比,教育業界就業者,9,栃木県,men,124,135,127
【19】中学の校長の男女比,教育業界就業者,9,栃木県,women,19,14,17
【19】中学の校長の男女比,教育業界就業者,10,群馬県,men,139,144,140
【19】中学の校長の男女比,教育業界就業者,10,群馬県,women,13,10,12
【19】中学の校長の男女比,教育業界就業者,11,埼玉県,men,359,371,365
【19】中学の校長の男女比,教育業界就業者,11,埼玉県,women,58,45,49
【19】中学の校長の男女比,教育業界就業者,12,千葉県,men,324,329,326
【19】中学の校長の男女比,教育業界就業者,12,千葉県,women,34,31,32
【19】中学の校長の男女比,教育業界就業者,13,東京都,men,548,562,552
【19】中学の校長の男女比,教育業界就業者,13,東京都,women,78,67,78
【19】中学の校長の男女比,教育業界就業者,14,神奈川県,men,313,334,321
【19】中学の校長の男女比,教育業界就業者,14,神奈川県,women,98,75,88
【19】中学の校長の男女比,教育業界就業者,15,新潟県,men,206,207,206
【19】中学の校長の男女比,教育業界就業者,15,新潟県,women,17,17,19
【19】中学の校長の男女比,教育業界就業者,16,富山県,men,55,64,59
【19】中学の校長の男女比,教育業界就業者,16,富山県,women,18,10,15
【19】中学の校長の男女比,教育業界就業者,17,石川県,men,61,66,65
【19】中学の校長の男女比,教育業界就業者,17,石川県,women,21,16,16
【19】中学の校長の男女比,教育業界就業者,18,福井県,men,58,56,59
【19】中学の校長の男女比,教育業界就業者,18,福井県,women,6,10,7
【19】中学の校長の男女比,教育業界就業者,19,山梨県,men,79,77,78
【19】中学の校長の男女比,教育業界就業者,19,山梨県,women,4,4,3
【19】中学の校長の男女比,教育業界就業者,20,長野県,men,156,157,153
【19】中学の校長の男女比,教育業界就業者,20,長野県,women,17,19,19
【19】中学の校長の男女比,教育業界就業者,21,岐阜県,men,154,158,154
【19】中学の校長の男女比,教育業界就業者,21,岐阜県,women,21,18,21
【19】中学の校長の男女比,教育業界就業者,22,静岡県,men,223,232,229
【19】中学の校長の男女比,教育業界就業者,22,静岡県,women,28,21,25
【19】中学の校長の男女比,教育業界就業者,23,愛知県,men,368,388,377
【19】中学の校長の男女比,教育業界就業者,23,愛知県,women,44,27,35
【19】中学の校長の男女比,教育業界就業者,24,三重県,men,133,135,137
【19】中学の校長の男女比,教育業界就業者,24,三重県,women,16,14,13
【19】中学の校長の男女比,教育業界就業者,25,滋賀県,men,78,83,83
【19】中学の校長の男女比,教育業界就業者,25,滋賀県,women,15,10,10
【19】中学の校長の男女比,教育業界就業者,26,京都府,men,133,138,137
【19】中学の校長の男女比,教育業界就業者,26,京都府,women,24,20,20
【19】中学の校長の男女比,教育業界就業者,27,大阪府,men,381,389,381
【19】中学の校長の男女比,教育業界就業者,27,大阪府,women,74,65,72
【19】中学の校長の男女比,教育業界就業者,28,兵庫県,men,299,300,299
【19】中学の校長の男女比,教育業界就業者,28,兵庫県,women,32,32,34
【19】中学の校長の男女比,教育業界就業者,29,奈良県,men,81,86,82
【19】中学の校長の男女比,教育業界就業者,29,奈良県,women,8,6,9
【19】中学の校長の男女比,教育業界就業者,30,和歌山県,men,86,99,93
【19】中学の校長の男女比,教育業界就業者,30,和歌山県,women,16,7,11
【19】中学の校長の男女比,教育業界就業者,31,鳥取県,men,48,48,46
【19】中学の校長の男女比,教育業界就業者,31,鳥取県,women,2,3,4
【19】中学の校長の男女比,教育業界就業者,32,島根県,men,78,83,81
【19】中学の校長の男女比,教育業界就業者,32,島根県,women,10,7,9
【19】中学の校長の男女比,教育業界就業者,33,岡山県,men,128,129,132
【19】中学の校長の男女比,教育業界就業者,33,岡山県,women,20,23,19
【19】中学の校長の男女比,教育業界就業者,34,広島県,men,172,187,177
【19】中学の校長の男女比,教育業界就業者,34,広島県,women,46,34,42
【19】中学の校長の男女比,教育業界就業者,35,山口県,men,128,128,131
【19】中学の校長の男女比,教育業界就業者,35,山口県,women,11,11,9
【19】中学の校長の男女比,教育業界就業者,36,徳島県,men,62,68,66
【19】中学の校長の男女比,教育業界就業者,36,徳島県,women,13,9,10
【19】中学の校長の男女比,教育業界就業者,37,香川県,men,56,59,58
【19】中学の校長の男女比,教育業界就業者,37,香川県,women,4,3,3
【19】中学の校長の男女比,教育業界就業者,38,愛媛県,men,114,117,114
【19】中学の校長の男女比,教育業界就業者,38,愛媛県,women,8,7,9
【19】中学の校長の男女比,教育業界就業者,39,高知県,men,65,75,73
【19】中学の校長の男女比,教育業界就業者,39,高知県,women,20,12,16
【19】中学の校長の男女比,教育業界就業者,40,福岡県,men,277,288,273
【19】中学の校長の男女比,教育業界就業者,40,福岡県,women,46,39,45
【19】中学の校長の男女比,教育業界就業者,41,佐賀県,men,69,76,70
【19】中学の校長の男女比,教育業界就業者,41,佐賀県,women,12,5,11
【19】中学の校長の男女比,教育業界就業者,42,長崎県,men,137,142,140
【19】中学の校長の男女比,教育業界就業者,42,長崎県,women,15,11,15
【19】中学の校長の男女比,教育業界就業者,43,熊本県,men,143,152,149
【19】中学の校長の男女比,教育業界就業者,43,熊本県,women,11,6,7
【19】中学の校長の男女比,教育業界就業者,44,大分県,men,100,109,104
【19】中学の校長の男女比,教育業界就業者,44,大分県,women,13,7,10
【19】中学の校長の男女比,教育業界就業者,45,宮崎県,men,110,115,114
【19】中学の校長の男女比,教育業界就業者,45,宮崎県,women,9,7,7
【19】中学の校長の男女比,教育業界就業者,46,鹿児島県,men,165,170,166
【19】中学の校長の男女比,教育業界就業者,46,鹿児島県,women,14,10,14
【19】中学の校長の男女比,教育業界就業者,47,沖縄県,men,109,104,106
【19】中学の校長の男女比,教育業界就業者,47,沖縄県,women,13,16,14
【20】高校の校長の男女比,教育業界就業者,1,北海道,men,256,258,256
【20】高校の校長の男女比,教育業界就業者,1,北海道,women,13,11,12
【20】高校の校長の男女比,教育業界就業者,2,青森県,men,54,57,52
【20】高校の校長の男女比,教育業界就業者,2,青森県,women,8,11,11
【20】高校の校長の男女比,教育業界就業者,3,岩手県,men,66,72,71
【20】高校の校長の男女比,教育業界就業者,3,岩手県,women,10,4,6
【20】高校の校長の男女比,教育業界就業者,4,宮城県,men,85,84,85
【20】高校の校長の男女比,教育業界就業者,4,宮城県,women,8,7,7
【20】高校の校長の男女比,教育業界就業者,5,秋田県,men,43,45,45
【20】高校の校長の男女比,教育業界就業者,5,秋田県,women,4,4,4
【20】高校の校長の男女比,教育業界就業者,6,山形県,men,46,48,48
【20】高校の校長の男女比,教育業界就業者,6,山形県,women,10,9,9
【20】高校の校長の男女比,教育業界就業者,7,福島県,men,80,86,81
【20】高校の校長の男女比,教育業界就業者,7,福島県,women,5,4,4
【20】高校の校長の男女比,教育業界就業者,8,茨城県,men,97,104,102
【20】高校の校長の男女比,教育業界就業者,8,茨城県,women,18,12,14
【20】高校の校長の男女比,教育業界就業者,9,栃木県,men,62,61,62
【20】高校の校長の男女比,教育業界就業者,9,栃木県,women,7,8,7
【20】高校の校長の男女比,教育業界就業者,10,群馬県,men,67,72,69
【20】高校の校長の男女比,教育業界就業者,10,群馬県,women,10,5,8
【20】高校の校長の男女比,教育業界就業者,11,埼玉県,men,173,176,176
【20】高校の校長の男女比,教育業界就業者,11,埼玉県,women,15,14,12
【20】高校の校長の男女比,教育業界就業者,12,千葉県,men,168,171,171
【20】高校の校長の男女比,教育業界就業者,12,千葉県,women,10,7,7
【20】高校の校長の男女比,教育業界就業者,13,東京都,men,337,353,343
【20】高校の校長の男女比,教育業界就業者,13,東京都,women,63,46,58
【20】高校の校長の男女比,教育業界就業者,14,神奈川県,men,178,187,178
【20】高校の校長の男女比,教育業界就業者,14,神奈川県,women,42,38,43
【20】高校の校長の男女比,教育業界就業者,15,新潟県,men,90,92,90
【20】高校の校長の男女比,教育業界就業者,15,新潟県,women,8,6,7
【20】高校の校長の男女比,教育業界就業者,16,富山県,men,40,42,43
【20】高校の校長の男女比,教育業界就業者,16,富山県,women,7,5,4
【20】高校の校長の男女比,教育業界就業者,17,石川県,men,46,49,46
【20】高校の校長の男女比,教育業界就業者,17,石川県,women,9,6,9
【20】高校の校長の男女比,教育業界就業者,18,福井県,men,28,30,30
【20】高校の校長の男女比,教育業界就業者,18,福井県,women,4,2,2
【20】高校の校長の男女比,教育業界就業者,19,山梨県,men,36,34,33
【20】高校の校長の男女比,教育業界就業者,19,山梨県,women,4,6,7
【20】高校の校長の男女比,教育業界就業者,20,長野県,men,83,86,81
【20】高校の校長の男女比,教育業界就業者,20,長野県,women,12,9,13
【20】高校の校長の男女比,教育業界就業者,21,岐阜県,men,76,76,75
【20】高校の校長の男女比,教育業界就業者,21,岐阜県,women,6,7,7
【20】高校の校長の男女比,教育業界就業者,22,静岡県,men,108,115,112
【20】高校の校長の男女比,教育業界就業者,22,静岡県,women,24,17,19
【20】高校の校長の男女比,教育業界就業者,23,愛知県,men,195,192,193
【20】高校の校長の男女比,教育業界就業者,23,愛知県,women,21,23,23
【20】高校の校長の男女比,教育業界就業者,24,三重県,men,63,62,63
【20】高校の校長の男女比,教育業界就業者,24,三重県,women,6,6,5
【20】高校の校長の男女比,教育業界就業者,25,滋賀県,men,49,52,48
【20】高校の校長の男女比,教育業界就業者,25,滋賀県,women,6,3,7
【20】高校の校長の男女比,教育業界就業者,26,京都府,men,82,85,84
【20】高校の校長の男女比,教育業界就業者,26,京都府,women,11,8,9
【20】高校の校長の男女比,教育業界就業者,27,大阪府,men,222,229,226
【20】高校の校長の男女比,教育業界就業者,27,大阪府,women,36,32,33
【20】高校の校長の男女比,教育業界就業者,28,兵庫県,men,185,188,186
【20】高校の校長の男女比,教育業界就業者,28,兵庫県,women,17,17,15
【20】高校の校長の男女比,教育業界就業者,29,奈良県,men,42,48,43
【20】高校の校長の男女比,教育業界就業者,29,奈良県,women,4,4,4
【20】高校の校長の男女比,教育業界就業者,30,和歌山県,men,35,37,37
【20】高校の校長の男女比,教育業界就業者,30,和歌山県,women,6,6,6
【20】高校の校長の男女比,教育業界就業者,31,鳥取県,men,30,30,31
【20】高校の校長の男女比,教育業界就業者,31,鳥取県,women,2,2,1
【20】高校の校長の男女比,教育業界就業者,32,島根県,men,39,41,40
【20】高校の校長の男女比,教育業界就業者,32,島根県,women,7,5,6
【20】高校の校長の男女比,教育業界就業者,33,岡山県,men,72,74,73
【20】高校の校長の男女比,教育業界就業者,33,岡山県,women,11,10,10
【20】高校の校長の男女比,教育業界就業者,34,広島県,men,109,112,112
【20】高校の校長の男女比,教育業界就業者,34,広島県,women,13,12,11
【20】高校の校長の男女比,教育業界就業者,35,山口県,men,59,64,62
【20】高校の校長の男女比,教育業界就業者,35,山口県,women,8,3,5
【20】高校の校長の男女比,教育業界就業者,36,徳島県,men,21,27,26
【20】高校の校長の男女比,教育業界就業者,36,徳島県,women,10,4,5
【20】高校の校長の男女比,教育業界就業者,37,香川県,men,35,37,36
【20】高校の校長の男女比,教育業界就業者,37,香川県,women,5,3,4
【20】高校の校長の男女比,教育業界就業者,38,愛媛県,men,49,49,48
【20】高校の校長の男女比,教育業界就業者,38,愛媛県,women,6,4,5
【20】高校の校長の男女比,教育業界就業者,39,高知県,men,36,37,35
【20】高校の校長の男女比,教育業界就業者,39,高知県,women,4,6,5
【20】高校の校長の男女比,教育業界就業者,40,福岡県,men,147,149,148
【20】高校の校長の男女比,教育業界就業者,40,福岡県,women,21,20,19
【20】高校の校長の男女比,教育業界就業者,41,佐賀県,men,35,39,36
【20】高校の校長の男女比,教育業界就業者,41,佐賀県,women,5,2,4
【20】高校の校長の男女比,教育業界就業者,42,長崎県,men,69,73,72
【20】高校の校長の男女比,教育業界就業者,42,長崎県,women,9,5,6
【20】高校の校長の男女比,教育業界就業者,43,熊本県,men,64,62,64
【20】高校の校長の男女比,教育業界就業者,43,熊本県,women,5,6,5
【20】高校の校長の男女比,教育業界就業者,44,大分県,men,50,52,52
【20】高校の校長の男女比,教育業界就業者,44,大分県,women,3,1,1
【20】高校の校長の男女比,教育業界就業者,45,宮崎県,men,44,47,46
【20】高校の校長の男女比,教育業界就業者,45,宮崎県,women,6,2,3
【20】高校の校長の男女比,教育業界就業者,46,鹿児島県,men,79,81,81
【20】高校の校長の男女比,教育業界就業者,46,鹿児島県,women,9,7,7
【20】高校の校長の男女比,教育業界就業者,47,沖縄県,men,60,55,58
【20】高校の校長の男女比,教育業界就業者,47,沖縄県,women,5,8,6
【21】小中高校の副校長・教頭の男女比,教育業界就業者,1,北海道,men,1625,1732,1674
【21】小中高校の副校長・教頭の男女比,教育業界就業者,1,北海道,women,263,226,248
【21】小中高校の副校長・教頭の男女比,教育業界就業者,2,青森県,men,413,449,422
【21】小中高校の副校長・教頭の男女比,教育業界就業者,2,青森県,women,88,73,81
【21】小中高校の副校長・教頭の男女比,教育業界就業者,3,岩手県,men,379,410,377
【21】小中高校の副校長・教頭の男女比,教育業界就業者,3,岩手県,women,143,132,146
【21】小中高校の副校長・教頭の男女比,教育業界就業者,4,宮城県,men,571,586,578
【21】小中高校の副校長・教頭の男女比,教育業界就業者,4,宮城県,women,162,151,158
【21】小中高校の副校長・教頭の男女比,教育業界就業者,5,秋田県,men,275,302,286
【21】小中高校の副校長・教頭の男女比,教育業界就業者,5,秋田県,women,101,88,94
【21】小中高校の副校長・教頭の男女比,教育業界就業者,6,山形県,men,312,328,317
【21】小中高校の副校長・教頭の男女比,教育業界就業者,6,山形県,women,111,104,108
【21】小中高校の副校長・教頭の男女比,教育業界就業者,7,福島県,men,635,675,661
【21】小中高校の副校長・教頭の男女比,教育業界就業者,7,福島県,women,109,87,96
【21】小中高校の副校長・教頭の男女比,教育業界就業者,8,茨城県,men,637,672,654
【21】小中高校の副校長・教頭の男女比,教育業界就業者,8,茨城県,women,282,254,274
【21】小中高校の副校長・教頭の男女比,教育業界就業者,9,栃木県,men,369,390,374
【21】小中高校の副校長・教頭の男女比,教育業界就業者,9,栃木県,women,227,222,226
【21】小中高校の副校長・教頭の男女比,教育業界就業者,10,群馬県,men,406,426,415
